Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
STU_11392,14,64,44,60,10.1,1
STU_11393,14,71,60,78,9.0,1
STU_11394,19,34,53,34,3.8,0
STU_11395,19,65,45,55,8.4,1
STU_11396,16,62,58,60,7.8,1
STU_11397,19,35,41,49,2.9,0
STU_11398,17,84,63,53,19.3,1
STU_11399,15,54,45,46,5.4,0
STU_11400,15,52,44,21,3.0,0
STU_11401,18,67,45,52,6.0,1
STU_11402,18,58,41,37,6.8,0
STU_11403,15,27,54,58,7.7,0
STU_11404,18,50,54,45,6.7,0
STU_11405,16,34,52,45,7.9,0
STU_11406,19,52,36,57,8.8,0
STU_11407,15,51,46,57,8.5,1
STU_11408,18,47,46,66,10.1,1
STU_11409,15,43,72,54,10.4,1
STU_11410,17,49,56,55,10.6,1
STU_11411,14,53,55,43,12.1,1
STU_11412,19,43,41,67,5.1,1
STU_11413,15,45,45,40,5.2,0
STU_11414,14,66,68,69,14.2,1
STU_11415,18,43,30,60,6.2,0
STU_11416,14,61,52,58,7.4,1
STU_11417,19,47,44,50,7.0,0
STU_11418,15,89,82,69,25.1,1
STU_11419,17,40,53,49,4.5,0
STU_11420,18,71,38,29,4.5,0
STU_11421,15,54,37,53,7.9,0
STU_11422,19,64,46,69,7.1,1
STU_11423,18,35,57,46,3.6,0
STU_11424,16,44,59,53,7.6,1
STU_11425,14,47,47,43,8.1,0
STU_11426,19,70,41,53,5.8,1
STU_11427,16,46,44,44,7.3,0
STU_11428,15,35,33,60,4.8,0
STU_11429,17,54,52,62,3.6,1
STU_11430,18,47,57,67,6.1,1
STU_11431,14,40,41,34,4.0,0
STU_11432,18,35,38,56,3.2,0
STU_11433,15,43,34,54,1.9,0
STU_11434,18,62,48,50,9.1,1
STU_11435,14,54,40,65,6.0,1
STU_11436,15,56,59,65,14.3,1
STU_11437,18,36,56,67,6.3,1
STU_11438,17,11,59,41,9.1,0
STU_11439,19,35,38,43,5.3,0
STU_11440,15,45,52,55,7.8,1
STU_11441,19,38,48,60,1.9,0
STU_11442,15,43,38,57,6.1,0
STU_11443,17,71,47,40,4.5,1
STU_11444,19,64,72,79,13.4,1
STU_11445,16,38,50,51,8.8,0
STU_11446,14,64,38,49,12.4,1
STU_11447,16,66,37,53,15.1,1
STU_11448,18,35,50,37,5.8,0
STU_11449,17,53,53,30,8.5,0
STU_11450,16,47,46,48,3.8,0
STU_11451,15,63,59,39,9.9,1
STU_11452,18,37,40,60,10.7,0
STU_11453,18,59,45,66,9.5,1
STU_11454,16,60,52,56,5.8,1
STU_11455,16,90,78,68,20.3,1
STU_11456,17,37,48,37,8.1,0
STU_11457,14,92,76,90,32.7,1
STU_11458,16,41,47,71,3.8,1
STU_11459,16,62,57,73,11.3,1
STU_11460,19,58,49,45,13.7,1
STU_11461,15,35,24,48,3.9,0
STU_11462,19,49,55,49,6.8,1
STU_11463,19,37,36,44,2.9,0
STU_11464,18,69,65,62,15.5,1
STU_11465,14,40,51,77,7.5,1
STU_11466,15,33,34,51,4.5,0
STU_11467,17,73,64,55,13.8,1
STU_11468,17,72,42,57,7.9,1
STU_11469,16,76,43,45,12.7,1
STU_11470,16,53,38,48,10.3,0
STU_11471,17,53,45,60,4.1,1
STU_11472,16,38,63,53,5.6,1
STU_11473,14,48,46,73,4.6,1
STU_11474,19,36,62,52,3.6,1
STU_11475,16,52,56,34,2.4,0
STU_11476,18,87,79,52,22.6,1
STU_11477,16,73,69,66,9.4,1
STU_11478,15,51,69,45,10.2,1
STU_11479,14,77,73,49,14.6,1
STU_11480,15,50,28,45,5.6,0
STU_11481,15,41,41,59,3.1,0
STU_11482,18,60,50,54,12.1,1
STU_11483,14,58,55,39,3.4,1
STU_11484,14,55,54,71,11.9,1
STU_11485,14,39,60,59,2.7,1
STU_11486,14,20,44,67,3.3,0
STU_11487,14,43,46,66,5.3,1
STU_11488,18,59,53,70,11.7,1
STU_11489,16,61,66,57,18.8,1
STU_11490,15,43,57,63,10.2,1
STU_11491,14,26,46,64,5.4,0
STU_11492,16,53,55,80,13.3,1
STU_11493,16,54,38,50,2.7,0
STU_11494,15,28,63,44,4.3,0
STU_11495,18,58,71,45,8.4,1
STU_11496,17,66,53,69,12.3,1
STU_11497,17,72,58,45,7.0,1
STU_11498,16,57,40,53,6.6,1
STU_11499,19,57,46,43,6.8,0
STU_11500,19,65,50,59,14.6,1
STU_11501,15,44,56,55,4.8,1
STU_11502,17,51,49,52,4.1,1
STU_11503,16,60,55,60,6.7,1
STU_11504,18,65,72,47,15.7,1
STU_11505,17,57,38,49,5.2,0
STU_11506,16,76,46,47,6.8,1
STU_11507,16,40,47,37,2.6,0
STU_11508,14,49,46,44,7.0,0
STU_11509,18,50,53,45,9.1,0
STU_11510,14,42,35,53,3.4,0
STU_11511,15,74,75,65,14.6,1
STU_11512,14,52,62,65,9.1,1
STU_11513,14,47,59,55,5.7,1
STU_11514,17,49,59,57,9.1,1
STU_11515,19,59,44,58,10.6,1
STU_11516,16,34,37,55,2.1,0
STU_11517,18,39,46,32,9.3,0
STU_11518,14,67,60,61,15.4,1
STU_11519,18,63,56,54,4.8,1
STU_11520,19,43,33,71,5.8,0
STU_11521,19,36,42,40,6.4,0
STU_11522,14,76,54,46,12.4,1
STU_11523,15,42,31,24,3.9,0
STU_11524,14,63,57,41,10.3,1
STU_11525,17,39,45,50,6.5,0
STU_11526,16,70,80,58,19.3,1
STU_11527,15,61,46,44,6.7,1
STU_11528,14,39,45,47,1.3,0
STU_11529,18,57,57,64,11.4,1
STU_11530,15,38,29,56,10.0,0
STU_11531,15,59,38,55,8.8,1
STU_11532,14,55,66,66,15.2,1
STU_11533,15,51,45,27,2.4,0
STU_11534,18,45,44,51,4.3,0
STU_11535,19,52,64,53,7.8,1
STU_11536,15,58,57,54,8.6,1
STU_11537,19,52,65,46,7.1,1
STU_11538,18,57,18,46,2.7,0
STU_11539,14,61,65,56,5.8,1
STU_11540,16,56,62,83,18.6,1
STU_11541,15,40,44,30,3.7,0
STU_11542,16,57,62,60,7.7,1
STU_11543,18,44,33,70,10.3,0
STU_11544,15,41,55,44,12.2,0
STU_11545,19,48,66,56,11.4,1
STU_11546,17,44,41,54,5.6,0
STU_11547,16,2,54,72,4.3,0
STU_11548,15,59,76,90,19.4,1
STU_11549,16,40,60,45,12.9,0
STU_11550,15,61,57,51,8.1,1
STU_11551,14,74,78,65,16.6,1
STU_11552,19,42,48,54,2.6,0
STU_11553,16,42,52,51,3.1,0
STU_11554,17,43,31,36,1.4,0
STU_11555,17,40,57,43,8.5,0
STU_11556,18,63,57,38,8.8,1
STU_11557,15,41,54,26,2.9,0
STU_11558,16,67,47,42,12.6,1
STU_11559,18,47,52,60,1.8,1
STU_11560,16,58,45,63,9.6,1
STU_11561,15,58,79,63,10.9,1
STU_11562,17,53,43,52,8.5,0
STU_11563,14,39,30,47,2.6,0
STU_11564,17,67,59,59,15.1,1
STU_11565,18,47,58,34,5.7,0
STU_11566,19,40,51,58,5.7,0
STU_11567,14,50,63,60,5.0,1
STU_11568,18,59,54,45,11.6,1
STU_11569,15,57,42,38,5.5,0
STU_11570,14,23,36,53,3.5,0
STU_11571,18,59,54,64,13.4,1
STU_11572,15,41,36,61,7.6,0
STU_11573,17,54,53,76,13.7,1
STU_11574,19,55,39,42,7.9,0
STU_11575,15,29,53,49,4.8,0
STU_11576,16,40,56,36,2.1,0
STU_11577,15,51,54,44,8.5,0
STU_11578,15,36,42,47,6.4,0
STU_11579,19,58,64,74,11.9,1
STU_11580,16,37,46,63,5.4,0
STU_11581,18,75,64,55,9.8,1
STU_11582,18,61,41,30,7.7,0
STU_11583,15,44,36,54,4.5,0
STU_11584,16,41,54,55,5.6,1
STU_11585,16,45,43,38,3.0,0
STU_11586,19,79,80,76,20.2,1
STU_11587,17,55,45,45,9.7,0
STU_11588,18,30,47,57,2.9,0
STU_11589,19,68,75,69,19.6,1
STU_11590,14,42,29,33,3.7,0
STU_11591,18,47,46,47,5.3,0
STU_11592,19,50,29,54,6.7,0
STU_11593,18,56,65,57,7.8,1
STU_11594,17,69,44,69,11.7,1
STU_11595,14,48,39,60,1.7,0
STU_11596,17,55,51,51,7.9,1
STU_11597,14,34,39,58,6.5,0
STU_11598,15,62,70,72,8.6,1
STU_11599,19,55,41,41,6.3,0
STU_11600,14,43,45,45,5.8,0
STU_11601,17,48,43,35,7.2,0
STU_11602,18,70,61,59,19.0,1
STU_11603,14,41,46,54,5.9,0
STU_11604,19,44,69,38,14.7,1
STU_11605,14,39,53,59,8.4,1
STU_11606,16,41,44,49,8.2,0
STU_11607,18,31,52,54,8.7,0
STU_11608,19,42,41,43,10.3,0
STU_11609,19,58,60,51,6.2,1
STU_11610,15,65,56,79,14.1,1
STU_11611,17,44,50,52,10.3,0
STU_11612,15,34,24,24,3.2,0
STU_11613,19,50,35,60,1.3,0
STU_11614,18,81,85,72,18.7,1
STU_11615,14,52,58,56,8.8,1
STU_11616,14,52,54,55,3.0,1
STU_11617,18,38,49,52,5.9,0
STU_11618,19,60,32,77,12.9,0
STU_11619,14,33,50,61,6.9,0
STU_11620,14,44,52,48,7.3,0
STU_11621,14,56,65,74,11.5,1
STU_11622,17,35,53,75,9.3,1
STU_11623,17,60,47,67,10.7,1
STU_11624,16,63,55,62,11.5,1
STU_11625,15,54,42,41,4.9,0
STU_11626,18,68,52,58,5.2,1
STU_11627,18,47,44,54,4.5,0
STU_11628,18,44,37,51,5.4,0
STU_11629,16,32,55,61,7.2,0
STU_11630,17,52,43,54,7.5,0
STU_11631,19,70,61,69,16.3,1
STU_11632,19,38,48,66,9.1,1
STU_11633,16,46,52,38,7.2,0
STU_11634,19,42,31,38,3.9,0
STU_11635,18,52,49,42,6.4,0
STU_11636,15,79,80,88,19.5,1
STU_11637,14,64,70,73,19.3,1
STU_11638,17,48,41,60,6.3,0
STU_11639,17,45,38,60,2.3,0
STU_11640,16,44,50,40,5.8,0
STU_11641,17,60,70,41,16.4,1
STU_11642,18,55,65,52,7.2,1
STU_11643,19,54,40,68,11.6,1
STU_11644,18,37,53,51,7.7,0
STU_11645,16,54,44,33,2.8,0
STU_11646,18,38,50,44,7.9,0
STU_11647,19,56,61,46,12.4,1
STU_11648,15,48,44,44,5.3,0
STU_11649,16,62,48,46,12.2,1
STU_11650,15,51,53,56,8.2,1
STU_11651,14,27,64,52,11.9,0
STU_11652,15,45,53,62,9.4,1
STU_11653,14,45,55,39,4.0,0
STU_11654,14,45,46,55,6.4,0
STU_11655,15,51,53,52,6.3,1
STU_11656,16,55,31,55,5.2,0
STU_11657,19,56,75,61,9.0,1
STU_11658,18,66,70,76,21.4,1
STU_11659,18,55,56,70,14.1,1
STU_11660,19,79,60,68,15.2,1
STU_11661,14,42,37,54,5.0,0
STU_11662,14,62,51,54,15.3,1
STU_11663,16,73,68,74,18.2,1
STU_11664,17,56,47,43,4.8,0
STU_11665,15,44,56,53,10.0,1
STU_11666,14,48,54,47,10.2,0
STU_11667,18,31,48,43,6.7,0
STU_11668,16,48,40,51,8.6,0
STU_11669,15,60,50,54,10.5,1
STU_11670,16,44,51,44,7.0,0
STU_11671,15,77,55,60,13.8,1
STU_11672,15,42,46,50,3.2,0
STU_11673,19,45,47,46,6.3,0
STU_11674,14,53,55,83,11.7,1
STU_11675,16,58,72,71,20.1,1
STU_11676,16,60,66,62,14.2,1
STU_11677,19,54,59,47,8.5,1
STU_11678,18,47,69,54,7.2,1
STU_11679,18,49,57,55,6.5,1
STU_11680,14,40,34,52,6.5,0
STU_11681,14,26,31,63,2.1,0
STU_11682,17,69,67,48,19.7,1
STU_11683,19,51,42,49,7.5,0
STU_11684,18,42,49,58,4.6,0
STU_11685,15,55,59,46,9.9,1
STU_11686,16,52,41,33,4.9,0
STU_11687,14,66,71,54,13.0,1
STU_11688,16,52,60,62,4.7,1
STU_11689,16,67,39,49,12.0,1
STU_11690,17,51,34,48,6.4,0
STU_11691,18,55,64,60,9.2,1
STU_11692,14,77,67,52,12.5,1
STU_11693,16,53,52,46,5.6,1
STU_11694,14,49,58,51,12.3,1
STU_11695,15,20,40,41,2.1,0
STU_11696,17,64,71,51,17.4,1
STU_11697,15,66,61,57,13.5,1
STU_11698,14,58,63,65,7.4,1
STU_11699,14,49,55,79,14.9,1
STU_11700,18,67,61,74,14.0,1
STU_11701,16,60,59,55,7.8,1
STU_11702,16,55,52,72,7.7,1
STU_11703,15,47,52,75,4.3,1
STU_11704,17,48,57,56,8.0,1
STU_11705,19,35,38,37,2.7,0
STU_11706,16,64,47,73,11.9,1
STU_11707,18,62,50,45,12.0,1
STU_11708,15,36,31,38,2.2,0
STU_11709,15,90,46,40,16.5,1
STU_11710,19,29,57,59,5.3,0
STU_11711,18,89,69,54,31.3,1
STU_11712,17,43,71,66,8.9,1
STU_11713,18,69,59,83,16.6,1
STU_11714,17,23,42,69,4.2,0
STU_11715,18,59,33,38,6.4,0
STU_11716,18,55,51,31,5.5,0
STU_11717,14,43,40,41,2.7,0
STU_11718,15,38,44,58,3.3,0
STU_11719,18,55,42,66,7.2,1
STU_11720,19,56,58,63,9.7,1
STU_11721,18,52,36,55,3.9,0
STU_11722,16,45,49,78,6.2,1
STU_11723,15,42,50,45,4.9,0
STU_11724,16,59,65,45,7.5,1
STU_11725,15,62,64,44,11.4,1
STU_11726,16,48,52,59,8.3,1
STU_11727,18,48,47,49,5.4,0
STU_11728,18,62,63,69,13.8,1
STU_11729,14,57,61,51,9.6,1
STU_11730,19,63,44,61,8.4,1
STU_11731,16,39,53,45,3.9,0
STU_11732,17,52,49,58,13.0,1
STU_11733,14,56,59,55,10.1,1
STU_11734,16,48,60,38,10.4,0
STU_11735,16,38,42,51,6.8,0
STU_11736,14,56,32,58,6.1,0
STU_11737,18,68,67,56,19.8,1
STU_11738,16,27,21,73,6.0,0
STU_11739,18,50,42,49,3.4,0
STU_11740,14,46,39,48,8.7,0
STU_11741,18,55,81,46,7.7,1
STU_11742,15,71,71,76,14.1,1
STU_11743,17,50,50,44,7.1,0
STU_11744,16,35,69,61,11.2,1
STU_11745,19,46,72,74,17.1,1
STU_11746,17,46,42,62,9.8,1
STU_11747,18,42,38,43,4.1,0
STU_11748,16,51,52,57,2.1,1
STU_11749,18,56,44,58,9.9,1
STU_11750,15,73,52,33,6.3,0
STU_11751,14,36,59,68,9.0,1
STU_11752,16,50,48,47,7.8,0
STU_11753,15,37,45,47,3.4,0
STU_11754,15,50,58,56,7.1,1
STU_11755,16,60,52,43,3.9,1
STU_11756,18,63,52,60,5.7,1
STU_11757,19,59,59,47,13.0,1
STU_11758,15,58,57,48,8.1,1
STU_11759,17,57,35,70,10.8,1
STU_11760,15,40,66,55,8.5,1
STU_11761,19,47,47,41,6.5,0
STU_11762,18,46,45,56,9.0,0
STU_11763,18,39,48,52,2.4,0
STU_11764,17,48,63,41,11.9,1
STU_11765,15,45,36,68,4.6,0
STU_11766,18,57,55,76,10.4,1
STU_11767,19,54,49,53,6.4,1
STU_11768,16,44,43,47,3.4,0
STU_11769,14,61,62,51,5.1,1
STU_11770,14,76,55,66,10.5,1
STU_11771,14,73,74,76,23.3,1
STU_11772,15,58,43,56,7.5,1
STU_11773,17,95,65,84,21.8,1
STU_11774,18,49,46,60,2.4,1
STU_11775,16,54,44,42,6.7,0
STU_11776,19,30,48,63,7.5,0
STU_11777,16,49,57,70,10.8,1
STU_11778,19,40,47,54,5.2,0
STU_11779,15,66,55,62,9.5,1
STU_11780,14,40,50,49,6.9,0
STU_11781,15,62,69,49,15.3,1
STU_11782,17,59,78,75,8.7,1
STU_11783,17,81,98,63,29.9,1
STU_11784,19,50,45,71,6.9,1
STU_11785,18,63,74,60,14.7,1
STU_11786,18,75,55,78,17.3,1
STU_11787,19,43,34,46,1.0,0
STU_11788,17,63,64,68,11.8,1
STU_11789,17,43,50,54,3.3,0
STU_11790,17,30,55,45,6.8,0
STU_11791,15,43,38,51,3.7,0
STU_11792,17,63,57,60,15.4,1
STU_11793,16,52,48,58,5.4,1
STU_11794,14,35,39,49,2.3,0
STU_11795,17,51,61,58,8.8,1
STU_11796,19,66,62,52,16.7,1
STU_11797,14,35,41,35,3.7,0
STU_11798,15,46,42,60,12.7,0
STU_11799,19,42,50,49,1.8,0
STU_11800,14,76,69,53,17.4,1
STU_11801,19,47,31,62,9.9,0
STU_11802,15,39,48,56,3.5,0
STU_11803,16,65,53,60,12.1,1
STU_11804,15,54,55,51,5.6,1
STU_11805,15,45,44,36,4.3,0
STU_11806,19,49,39,37,5.5,0
STU_11807,18,61,74,62,11.4,1
STU_11808,17,49,60,40,4.1,0
STU_11809,17,27,38,38,1.3,0
STU_11810,16,64,51,54,5.7,1
STU_11811,16,66,59,85,15.8,1
STU_11812,17,71,46,58,15.7,1
STU_11813,18,37,60,74,5.5,1
STU_11814,17,43,39,50,5.4,0
STU_11815,18,48,59,57,5.2,1
STU_11816,16,26,53,61,5.0,0
STU_11817,14,36,49,62,5.3,0
STU_11818,19,44,52,59,9.1,1
STU_11819,16,51,71,60,16.0,1
STU_11820,16,43,35,59,4.1,0
STU_11821,15,43,59,55,4.6,1
STU_11822,15,67,55,51,9.7,1
STU_11823,15,45,72,73,11.8,1
STU_11824,19,42,41,53,2.7,0
STU_11825,15,61,70,58,19.3,1
STU_11826,18,29,51,43,6.4,0
STU_11827,17,46,48,70,2.9,1
STU_11828,14,46,60,42,2.6,0
STU_11829,16,45,38,56,2.5,0
STU_11830,18,48,60,65,14.6,1
STU_11831,14,51,51,62,8.2,1
STU_11832,18,67,38,82,14.6,1
STU_11833,18,58,44,64,7.3,1
STU_11834,16,67,56,70,14.4,1
STU_11835,17,58,76,51,7.2,1
STU_11836,15,65,58,49,10.7,1
STU_11837,19,50,55,80,7.6,1
STU_11838,17,52,34,52,6.9,0
STU_11839,19,53,44,49,4.4,0
STU_11840,16,60,66,61,11.6,1
STU_11841,16,54,69,51,3.7,1
STU_11842,16,65,50,75,11.6,1
STU_11843,14,44,33,60,8.4,0
STU_11844,19,43,49,44,11.8,0
STU_11845,17,51,44,47,8.8,0
STU_11846,17,51,55,62,15.3,1
STU_11847,18,54,63,67,10.1,1
STU_11848,18,50,55,38,8.5,0
STU_11849,18,50,29,52,1.2,0
STU_11850,16,68,77,70,15.6,1
STU_11851,17,49,61,57,2.5,1
STU_11852,19,36,26,48,3.1,0
STU_11853,16,73,70,70,12.4,1
STU_11854,14,58,49,45,8.0,1
STU_11855,18,44,33,58,2.6,0
STU_11856,16,27,32,50,5.4,0
STU_11857,16,74,58,62,15.2,1
STU_11858,14,68,47,55,8.7,1
STU_11859,15,50,52,61,8.1,1
STU_11860,17,44,67,38,5.0,0
STU_11861,19,53,53,69,12.7,1
STU_11862,15,32,36,63,7.4,0
STU_11863,18,50,53,54,11.3,1
STU_11864,16,60,56,50,4.6,1
STU_11865,14,88,73,61,23.4,1
STU_11866,14,57,71,51,16.7,1
STU_11867,17,45,53,57,8.6,1
STU_11868,15,74,54,58,9.8,1
STU_11869,17,35,63,47,5.4,0
STU_11870,16,49,47,44,11.9,0
STU_11871,17,33,30,52,1.4,0
STU_11872,19,56,59,62,19.1,1
STU_11873,14,50,60,49,11.5,1
STU_11874,14,37,45,63,4.0,0
STU_11875,18,60,75,55,18.9,1
STU_11876,18,88,73,76,22.3,1
STU_11877,16,42,52,40,10.1,0
STU_11878,19,42,49,34,4.7,0
STU_11879,15,41,68,59,8.2,1
STU_11880,17,53,44,53,10.9,1
STU_11881,16,43,44,43,9.6,0
STU_11882,18,43,45,60,4.0,0
STU_11883,17,58,76,61,10.8,1
STU_11884,18,76,51,38,15.1,1
STU_11885,17,35,43,59,3.4,0
STU_11886,15,58,35,37,3.7,0
STU_11887,16,36,50,32,5.3,0
STU_11888,17,45,29,44,7.0,0
STU_11889,19,76,48,59,12.8,1
STU_11890,14,91,75,62,15.0,1
STU_11891,19,60,45,32,4.6,0
STU_11892,19,49,45,39,9.0,0
STU_11893,14,66,61,53,14.6,1
STU_11894,19,85,76,64,24.1,1
STU_11895,17,55,58,63,9.0,1
STU_11896,17,42,32,51,9.3,0
STU_11897,17,56,44,64,10.1,1
STU_11898,14,42,39,64,6.5,0
STU_11899,19,41,58,61,8.6,1
STU_11900,14,35,41,13,1.7,0
STU_11901,17,48,61,48,5.5,1
STU_11902,19,64,63,55,10.7,1
STU_11903,19,40,42,49,4.4,0
STU_11904,18,58,58,36,13.0,1
STU_11905,18,47,54,39,2.2,0
STU_11906,15,59,73,44,12.7,1
STU_11907,16,62,57,49,12.7,1
STU_11908,18,80,67,69,24.4,1
STU_11909,14,49,27,44,6.4,0
STU_11910,18,39,30,44,8.0,0
STU_11911,15,69,72,63,18.1,1
STU_11912,19,80,69,58,16.8,1
STU_11913,15,62,54,63,14.1,1
STU_11914,19,44,67,51,9.8,1
STU_11915,19,82,64,47,17.8,1
STU_11916,16,95,79,66,29.2,1
STU_11917,18,63,68,54,11.3,1
STU_11918,14,57,62,49,8.2,1
STU_11919,14,46,57,43,12.1,0
STU_11920,17,57,57,62,8.9,1
STU_11921,19,61,55,56,6.7,1
STU_11922,14,54,81,53,13.0,1
STU_11923,16,26,46,50,5.8,0
STU_11924,19,59,44,46,11.2,0
STU_11925,16,40,49,57,2.7,0
STU_11926,14,55,70,89,19.6,1
STU_11927,14,50,47,43,4.8,0
STU_11928,17,46,43,62,3.1,1
STU_11929,14,50,48,54,16.5,1
STU_11930,19,87,70,59,18.2,1
STU_11931,19,60,50,71,9.7,1
STU_11932,19,30,47,52,7.5,0
STU_11933,17,55,44,60,6.5,1
STU_11934,17,60,53,52,9.4,1
STU_11935,14,63,53,34,7.8,0
STU_11936,15,42,49,79,7.2,1
STU_11937,15,51,57,47,4.4,1
STU_11938,17,39,51,51,3.6,0
STU_11939,14,45,51,46,8.4,0
STU_11940,15,43,42,64,9.2,0
STU_11941,14,25,52,58,5.0,0
STU_11942,14,50,44,34,5.5,0
STU_11943,14,49,51,57,9.2,1
STU_11944,18,16,32,59,4.4,0
STU_11945,19,62,65,74,14.4,1
STU_11946,14,66,81,64,10.9,1
STU_11947,18,31,41,58,4.9,0
STU_11948,17,47,61,51,10.6,1
STU_11949,15,47,57,36,4.4,0
STU_11950,19,32,53,56,12.7,0
STU_11951,15,38,21,36,4.6,0
STU_11952,19,52,57,45,7.5,1
STU_11953,15,45,53,46,8.7,0
STU_11954,19,55,70,55,18.1,1
STU_11955,15,31,46,56,4.8,0
STU_11956,15,27,57,39,4.6,0
STU_11957,15,34,42,68,2.8,0
STU_11958,15,84,93,79,21.1,1
STU_11959,17,73,58,67,8.2,1
STU_11960,14,62,71,53,14.6,1
STU_11961,16,53,47,53,5.5,1
STU_11962,18,36,51,40,5.9,0
STU_11963,16,28,34,56,7.8,0
STU_11964,16,68,45,34,7.9,0
STU_11965,19,50,68,70,11.8,1
STU_11966,14,57,51,47,8.3,1
STU_11967,19,48,37,55,6.3,0
STU_11968,14,83,65,74,21.3,1
STU_11969,14,52,38,44,4.4,0
STU_11970,15,46,45,41,4.8,0
STU_11971,17,47,37,49,4.4,0
STU_11972,15,69,72,67,12.1,1
STU_11973,17,50,57,55,10.4,1
STU_11974,19,64,36,60,7.2,1
STU_11975,17,36,60,58,4.3,1
STU_11976,19,51,51,52,8.7,1
STU_11977,16,65,64,58,13.1,1
STU_11978,16,52,71,67,18.5,1
STU_11979,17,59,51,64,5.4,1
STU_11980,17,53,46,49,7.2,0
STU_11981,19,87,58,69,10.3,1
STU_11982,15,67,47,55,6.3,1
STU_11983,19,40,47,40,3.1,0
STU_11984,15,66,48,53,7.3,1
STU_11985,16,50,41,36,3.4,0
STU_11986,14,62,45,45,13.7,1
STU_11987,17,30,49,59,6.6,0
STU_11988,15,35,53,62,7.7,1
STU_11989,19,44,64,50,4.9,1
STU_11990,16,44,55,54,7.9,1
STU_11991,15,66,56,56,16.0,1
STU_11992,19,75,51,63,14.6,1
STU_11993,17,50,47,71,3.8,1
STU_11994,17,29,32,57,0.7,0
STU_11995,18,57,44,52,7.3,1
STU_11996,14,38,41,50,6.6,0
STU_11997,18,35,45,48,6.4,0
STU_11998,16,49,54,36,5.6,0
STU_11999,15,34,24,44,3.7,0
STU_12000,16,74,91,80,25.3,1
STU_12001,19,83,70,58,21.1,1
STU_12002,17,53,42,49,6.2,0
STU_12003,18,47,61,42,8.6,1
STU_12004,18,44,58,69,13.9,1
STU_12005,18,43,41,40,8.6,0
STU_12006,16,65,32,58,5.9,0
STU_12007,17,50,50,60,3.2,1
STU_12008,15,64,59,50,8.1,1
STU_12009,19,44,39,41,3.5,0
STU_12010,15,59,76,67,15.4,1
STU_12011,16,58,51,71,7.8,1
STU_12012,19,67,69,72,10.8,1
STU_12013,18,42,39,51,6.5,0
STU_12014,14,51,48,49,12.8,0
STU_12015,16,29,41,48,5.3,0
STU_12016,16,45,49,37,9.5,0
STU_12017,17,53,60,46,6.3,1
STU_12018,15,42,52,58,7.0,1
STU_12019,16,69,52,56,13.8,1
STU_12020,16,63,46,44,4.8,1
STU_12021,18,53,50,55,9.9,1
STU_12022,18,65,56,60,16.5,1
STU_12023,19,65,59,68,13.5,1
STU_12024,14,39,45,36,5.4,0
STU_12025,17,48,47,63,10.7,1
STU_12026,14,33,34,47,2.2,0
STU_12027,19,49,69,65,14.0,1
STU_12028,18,96,89,62,29.1,1
STU_12029,15,47,63,65,9.6,1
STU_12030,18,77,62,70,16.9,1
STU_12031,17,46,32,67,3.1,0
STU_12032,18,42,39,40,4.0,0
STU_12033,17,55,59,46,6.5,1
STU_12034,17,39,34,33,7.3,0
STU_12035,17,44,68,47,9.6,1
STU_12036,19,52,36,67,5.4,1
STU_12037,17,29,60,58,8.7,0
STU_12038,17,60,50,52,13.7,1
STU_12039,15,60,49,58,10.7,1
STU_12040,14,60,28,51,6.4,0
STU_12041,16,72,76,37,12.2,1
STU_12042,14,45,54,33,6.2,0
STU_12043,17,58,58,66,8.4,1
STU_12044,15,51,54,68,13.3,1
STU_12045,18,43,40,36,7.1,0
STU_12046,15,55,51,47,3.4,1
STU_12047,17,50,39,46,8.3,0
STU_12048,15,61,58,72,13.4,1
STU_12049,15,50,48,65,14.1,1
STU_12050,17,46,45,37,3.9,0
STU_12051,19,64,38,59,11.9,1
STU_12052,15,55,34,52,6.9,0
STU_12053,16,55,58,64,17.6,1
STU_12054,16,51,50,43,3.5,0
STU_12055,15,46,52,58,11.8,1
STU_12056,19,46,58,43,6.4,0
STU_12057,18,29,62,38,5.5,0
STU_12058,17,58,57,46,13.7,1
STU_12059,16,52,47,50,14.9,0
STU_12060,18,34,50,52,1.7,0
STU_12061,15,60,45,65,13.8,1
STU_12062,18,57,41,70,7.7,1
STU_12063,14,58,34,51,8.1,0
STU_12064,16,18,53,56,3.3,0
STU_12065,15,62,62,58,11.4,1
STU_12066,17,83,95,76,25.6,1
STU_12067,19,40,43,60,5.7,0
STU_12068,15,54,55,69,15.7,1
STU_12069,17,49,46,55,8.0,1
STU_12070,19,48,34,45,5.8,0
STU_12071,19,44,57,51,2.9,1
STU_12072,15,63,99,79,16.9,1
STU_12073,18,25,45,56,8.6,0
STU_12074,18,41,54,47,6.0,0
STU_12075,19,35,47,61,6.7,0
STU_12076,18,77,61,43,11.9,1
STU_12077,14,46,58,48,6.0,1
STU_12078,19,50,33,39,4.3,0
STU_12079,19,55,45,52,7.5,1
STU_12080,17,51,62,67,7.3,1
STU_12081,18,44,55,60,7.2,1
STU_12082,19,41,51,31,6.1,0
STU_12083,14,44,69,56,16.0,1
STU_12084,17,92,93,62,30.8,1
STU_12085,15,45,56,61,3.9,1
STU_12086,19,37,48,40,1.5,0
STU_12087,14,49,49,53,6.9,1
STU_12088,16,26,44,48,1.7,0
